"District","FIPS","Year","Incident Type","Variable","Measure Type","Value"
"Regional School District 16","","2011-2012","Theft Related Behaviors","Incidents","Number","0"
"Regional School District 16","","2011-2012","Physical and Verbal Confrontation","Incidents","Number","23"
"Regional School District 16","","2011-2012","Fighting and Battery","Incidents","Number","11"
"Regional School District 16","","2011-2012","Property Damage","Incidents","Number","-9999"
"Regional School District 16","","2011-2012","Weapons","Incidents","Number","-9999"
"Regional School District 16","","2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number","80"
"Regional School District 16","","2012-2013","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 16","","2012-2013","School Policy Violations","Incidents","Number","125"
"Regional School District 16","","2012-2013","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 16","","2012-2013","Personally Threatening Behavior","Incidents","Number","20"
"Regional School District 16","","2012-2013","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 16","","2012-2013","Physical and Verbal Confrontation","Incidents","Number","6"
"Regional School District 16","","2012-2013","Fighting and Battery","Incidents","Number","13"
"Regional School District 16","","2012-2013","Property Damage","Incidents","Number","0"
"Regional School District 16","","2012-2013","Weapons","Incidents","Number","-9999"
"Regional School District 16","","2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number","28"
"Regional School District 16","","2013-2014","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 16","","2013-2014","School Policy Violations","Incidents","Number","159"
"Regional School District 16","","2013-2014","Sexually Related Behavior","Incidents","Number","7"
"Regional School District 16","","2013-2014","Personally Threatening Behavior","Incidents","Number","25"
"Regional School District 16","","2013-2014","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 16","","2013-2014","Physical and Verbal Confrontation","Incidents","Number","9"
"Regional School District 16","","2013-2014","Fighting and Battery","Incidents","Number","9"
"Regional School District 16","","2013-2014","Property Damage","Incidents","Number","9"
"Regional School District 16","","2013-2014","Weapons","Incidents","Number","-9999"
"Regional School District 16","","2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number","36"
"Regional School District 16","","2014-2015","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 16","","2014-2015","School Policy Violations","Incidents","Number","122"
"Regional School District 16","","2014-2015","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 16","","2014-2015","Personally Threatening Behavior","Incidents","Number","7"
"Regional School District 16","","2014-2015","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 16","","2014-2015","Physical and Verbal Confrontation","Incidents","Number","12"
"Regional School District 16","","2014-2015","Fighting and Battery","Incidents","Number","-9999"
"Regional School District 16","","2014-2015","Property Damage","Incidents","Number","-9999"
"Regional School District 16","","2014-2015","Weapons","Incidents","Number","6"
"Regional School District 16","","2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number","27"
"Regional School District 16","","2015-2016","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 16","","2015-2016","School Policy Violations","Incidents","Number","121"
"Regional School District 16","","2015-2016","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 16","","2015-2016","Personally Threatening Behavior","Incidents","Number","13"
"Regional School District 16","","2015-2016","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 16","","2015-2016","Physical and Verbal Confrontation","Incidents","Number","8"
"Regional School District 16","","2015-2016","Fighting and Battery","Incidents","Number","28"
"Regional School District 16","","2015-2016","Property Damage","Incidents","Number","6"
"Regional School District 16","","2015-2016","Weapons","Incidents","Number","-9999"
"Regional School District 16","","2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number","29"
"Regional School District 16","","2016-2017","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 16","","2016-2017","School Policy Violations","Incidents","Number","142"
"Regional School District 16","","2016-2017","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 16","","2016-2017","Personally Threatening Behavior","Incidents","Number","11"
"Regional School District 16","","2016-2017","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 16","","2016-2017","Physical and Verbal Confrontation","Incidents","Number","7"
"Regional School District 16","","2016-2017","Fighting and Battery","Incidents","Number","18"
"Regional School District 16","","2016-2017","Property Damage","Incidents","Number","-9999"
"Regional School District 16","","2016-2017","Weapons","Incidents","Number","-9999"
"Regional School District 16","","2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number","25"
"Regional School District 16","","2017-2018","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 16","","2017-2018","School Policy Violations","Incidents","Number","115"
"Regional School District 16","","2017-2018","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 16","","2017-2018","Personally Threatening Behavior","Incidents","Number","25"
"Regional School District 16","","2017-2018","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 16","","2017-2018","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Regional School District 16","","2017-2018","Fighting and Battery","Incidents","Number","39"
"Regional School District 16","","2017-2018","Property Damage","Incidents","Number","-9999"
"Regional School District 16","","2017-2018","Weapons","Incidents","Number","-9999"
"Regional School District 16","","2017-2018","Drugs, Alcohol, Tobacco","Incidents","Number","33"
"Regional School District 16","","2018-2019","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 16","","2018-2019","School Policy Violations","Incidents","Number","104"
"Regional School District 16","","2018-2019","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 16","","2018-2019","Personally Threatening Behavior","Incidents","Number","16"
"Regional School District 16","","2018-2019","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 16","","2018-2019","Physical and Verbal Confrontation","Incidents","Number","16"
"Regional School District 16","","2018-2019","Fighting and Battery","Incidents","Number","20"
"Regional School District 16","","2018-2019","Property Damage","Incidents","Number","-9999"
"Regional School District 16","","2018-2019","Weapons","Incidents","Number","-9999"
"Regional School District 16","","2018-2019","Drugs, Alcohol, Tobacco","Incidents","Number","38"
"Regional School District 16","","2019-2020","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 16","","2019-2020","School Policy Violations","Incidents","Number","48"
"Regional School District 16","","2019-2020","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 16","","2019-2020","Personally Threatening Behavior","Incidents","Number","12"
"Regional School District 16","","2019-2020","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 16","","2019-2020","Physical and Verbal Confrontation","Incidents","Number","6"
"Regional School District 16","","2019-2020","Fighting and Battery","Incidents","Number","6"
"Regional School District 16","","2019-2020","Property Damage","Incidents","Number","-9999"
"Regional School District 16","","2019-2020","Weapons","Incidents","Number","-9999"
"Regional School District 16","","2019-2020","Drugs, Alcohol, Tobacco","Incidents","Number","12"
"Regional School District 17","","2009-2010","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 17","","2009-2010","School Policy Violations","Incidents","Number","78"
"Regional School District 17","","2009-2010","Sexually Related Behavior","Incidents","Number","11"
"Regional School District 17","","2009-2010","Personally Threatening Behavior","Incidents","Number","34"
"Regional School District 17","","2009-2010","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 17","","2009-2010","Physical and Verbal Confrontation","Incidents","Number","127"
"Regional School District 17","","2009-2010","Fighting and Battery","Incidents","Number","10"
"Regional School District 17","","2009-2010","Property Damage","Incidents","Number","11"
"Regional School District 17","","2009-2010","Weapons","Incidents","Number","0"
"Regional School District 17","","2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number","16"
"Regional School District 17","","2010-2011","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 17","","2010-2011","School Policy Violations","Incidents","Number","111"
"Regional School District 17","","2010-2011","Sexually Related Behavior","Incidents","Number","0"
"Regional School District 17","","2010-2011","Personally Threatening Behavior","Incidents","Number","24"
"Regional School District 17","","2010-2011","Theft Related Behaviors","Incidents","Number","8"
"Regional School District 17","","2010-2011","Physical and Verbal Confrontation","Incidents","Number","109"
"Regional School District 17","","2010-2011","Fighting and Battery","Incidents","Number","-9999"
"Regional School District 17","","2010-2011","Property Damage","Incidents","Number","9"
"Regional School District 17","","2010-2011","Weapons","Incidents","Number","-9999"
"Regional School District 17","","2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number","13"
"Regional School District 17","","2011-2012","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 17","","2011-2012","School Policy Violations","Incidents","Number","74"
"Regional School District 17","","2011-2012","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 17","","2011-2012","Personally Threatening Behavior","Incidents","Number","21"
"Regional School District 17","","2011-2012","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 17","","2011-2012","Physical and Verbal Confrontation","Incidents","Number","88"
"Regional School District 17","","2011-2012","Fighting and Battery","Incidents","Number","9"
"Regional School District 17","","2011-2012","Property Damage","Incidents","Number","15"
"Regional School District 17","","2011-2012","Weapons","Incidents","Number","-9999"
"Regional School District 17","","2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number","10"
"Regional School District 17","","2012-2013","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 17","","2012-2013","School Policy Violations","Incidents","Number","57"
"Regional School District 17","","2012-2013","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 17","","2012-2013","Personally Threatening Behavior","Incidents","Number","26"
"Regional School District 17","","2012-2013","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 17","","2012-2013","Physical and Verbal Confrontation","Incidents","Number","67"
"Regional School District 17","","2012-2013","Fighting and Battery","Incidents","Number","11"
"Regional School District 17","","2012-2013","Property Damage","Incidents","Number","10"
"Regional School District 17","","2012-2013","Weapons","Incidents","Number","-9999"
"Regional School District 17","","2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number","18"
"Regional School District 17","","2013-2014","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 17","","2013-2014","School Policy Violations","Incidents","Number","61"
"Regional School District 17","","2013-2014","Sexually Related Behavior","Incidents","Number","0"
"Regional School District 17","","2013-2014","Personally Threatening Behavior","Incidents","Number","11"
"Regional School District 17","","2013-2014","Theft Related Behaviors","Incidents","Number","8"
"Regional School District 17","","2013-2014","Physical and Verbal Confrontation","Incidents","Number","69"
"Regional School District 17","","2013-2014","Fighting and Battery","Incidents","Number","6"
"Regional School District 17","","2013-2014","Property Damage","Incidents","Number","-9999"
"Regional School District 17","","2013-2014","Weapons","Incidents","Number","-9999"
"Regional School District 17","","2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number","7"
"Regional School District 17","","2014-2015","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 17","","2014-2015","School Policy Violations","Incidents","Number","73"
"Regional School District 17","","2014-2015","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 17","","2014-2015","Personally Threatening Behavior","Incidents","Number","14"
"Regional School District 17","","2014-2015","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 17","","2014-2015","Physical and Verbal Confrontation","Incidents","Number","19"
"Regional School District 17","","2014-2015","Fighting and Battery","Incidents","Number","-9999"
"Regional School District 17","","2014-2015","Property Damage","Incidents","Number","-9999"
"Regional School District 17","","2014-2015","Weapons","Incidents","Number","-9999"
"Regional School District 17","","2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number","7"
"Regional School District 17","","2015-2016","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 17","","2015-2016","School Policy Violations","Incidents","Number","71"
"Regional School District 17","","2015-2016","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 17","","2015-2016","Personally Threatening Behavior","Incidents","Number","11"
"Regional School District 17","","2015-2016","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 17","","2015-2016","Physical and Verbal Confrontation","Incidents","Number","16"
"Regional School District 17","","2015-2016","Fighting and Battery","Incidents","Number","10"
"Regional School District 17","","2015-2016","Property Damage","Incidents","Number","-9999"
"Regional School District 17","","2015-2016","Weapons","Incidents","Number","-9999"
"Regional School District 17","","2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number","13"
"Regional School District 17","","2016-2017","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 17","","2016-2017","School Policy Violations","Incidents","Number","92"
"Regional School District 17","","2016-2017","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 17","","2016-2017","Personally Threatening Behavior","Incidents","Number","28"
"Regional School District 17","","2016-2017","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 17","","2016-2017","Physical and Verbal Confrontation","Incidents","Number","12"
"Regional School District 17","","2016-2017","Fighting and Battery","Incidents","Number","19"
"Regional School District 17","","2016-2017","Property Damage","Incidents","Number","-9999"
"Regional School District 17","","2016-2017","Weapons","Incidents","Number","-9999"
"Regional School District 17","","2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number","15"
"Regional School District 17","","2017-2018","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 17","","2017-2018","School Policy Violations","Incidents","Number","115"
"Regional School District 17","","2017-2018","Sexually Related Behavior","Incidents","Number","7"
"Regional School District 17","","2017-2018","Personally Threatening Behavior","Incidents","Number","15"
"Regional School District 17","","2017-2018","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 17","","2017-2018","Physical and Verbal Confrontation","Incidents","Number","11"
"Regional School District 17","","2017-2018","Fighting and Battery","Incidents","Number","28"
"Regional School District 17","","2017-2018","Property Damage","Incidents","Number","-9999"
"Regional School District 17","","2017-2018","Weapons","Incidents","Number","-9999"
"Regional School District 17","","2017-2018","Drugs, Alcohol, Tobacco","Incidents","Number","24"
"Regional School District 17","","2018-2019","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 17","","2018-2019","School Policy Violations","Incidents","Number","91"
"Regional School District 17","","2018-2019","Sexually Related Behavior","Incidents","Number","12"
"Regional School District 17","","2018-2019","Personally Threatening Behavior","Incidents","Number","10"
"Regional School District 17","","2018-2019","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 17","","2018-2019","Physical and Verbal Confrontation","Incidents","Number","15"
"Regional School District 17","","2018-2019","Fighting and Battery","Incidents","Number","25"
"Regional School District 17","","2018-2019","Property Damage","Incidents","Number","7"
"Regional School District 17","","2018-2019","Weapons","Incidents","Number","0"
"Regional School District 17","","2018-2019","Drugs, Alcohol, Tobacco","Incidents","Number","21"
"Regional School District 17","","2019-2020","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 17","","2019-2020","School Policy Violations","Incidents","Number","34"
"Regional School District 17","","2019-2020","Sexually Related Behavior","Incidents","Number","10"
"Regional School District 17","","2019-2020","Personally Threatening Behavior","Incidents","Number","15"
"Regional School District 17","","2019-2020","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 17","","2019-2020","Physical and Verbal Confrontation","Incidents","Number","8"
"Regional School District 17","","2019-2020","Fighting and Battery","Incidents","Number","11"
"Regional School District 17","","2019-2020","Property Damage","Incidents","Number","-9999"
"Regional School District 17","","2019-2020","Weapons","Incidents","Number","0"
"Regional School District 17","","2019-2020","Drugs, Alcohol, Tobacco","Incidents","Number","6"
"Regional School District 18","","2009-2010","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 18","","2009-2010","School Policy Violations","Incidents","Number","35"
"Regional School District 18","","2009-2010","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 18","","2009-2010","Personally Threatening Behavior","Incidents","Number","-9999"
"Regional School District 18","","2009-2010","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 18","","2009-2010","Physical and Verbal Confrontation","Incidents","Number","0"
"Regional School District 18","","2009-2010","Fighting and Battery","Incidents","Number","-9999"
"Regional School District 18","","2009-2010","Property Damage","Incidents","Number","0"
"Regional School District 18","","2009-2010","Weapons","Incidents","Number","0"
"Regional School District 18","","2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number","-9999"
"Regional School District 18","","2010-2011","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 18","","2010-2011","School Policy Violations","Incidents","Number","32"
"Regional School District 18","","2010-2011","Sexually Related Behavior","Incidents","Number","0"
"Regional School District 18","","2010-2011","Personally Threatening Behavior","Incidents","Number","-9999"
"Regional School District 18","","2010-2011","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 18","","2010-2011","Physical and Verbal Confrontation","Incidents","Number","9"
"Regional School District 18","","2010-2011","Fighting and Battery","Incidents","Number","13"
"Regional School District 18","","2010-2011","Property Damage","Incidents","Number","-9999"
"Regional School District 18","","2010-2011","Weapons","Incidents","Number","-9999"
"Regional School District 18","","2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number","-9999"
"Regional School District 18","","2011-2012","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 18","","2011-2012","School Policy Violations","Incidents","Number","48"
"Regional School District 18","","2011-2012","Sexually Related Behavior","Incidents","Number","0"
"Regional School District 18","","2011-2012","Personally Threatening Behavior","Incidents","Number","-9999"
"Regional School District 18","","2011-2012","Theft Related Behaviors","Incidents","Number","0"
"Regional School District 18","","2011-2012","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Regional School District 18","","2011-2012","Fighting and Battery","Incidents","Number","-9999"
"Regional School District 18","","2011-2012","Property Damage","Incidents","Number","-9999"
"Regional School District 18","","2011-2012","Weapons","Incidents","Number","-9999"
"Regional School District 18","","2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number","-9999"
"Regional School District 18","","2012-2013","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 18","","2012-2013","School Policy Violations","Incidents","Number","14"
"Regional School District 18","","2012-2013","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 18","","2012-2013","Personally Threatening Behavior","Incidents","Number","-9999"
"Regional School District 18","","2012-2013","Theft Related Behaviors","Incidents","Number","0"
"Regional School District 18","","2012-2013","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Regional School District 18","","2012-2013","Fighting and Battery","Incidents","Number","-9999"
"Regional School District 18","","2012-2013","Property Damage","Incidents","Number","0"
"Regional School District 18","","2012-2013","Weapons","Incidents","Number","-9999"
"Regional School District 18","","2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number","-9999"
"Regional School District 18","","2013-2014","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 18","","2013-2014","School Policy Violations","Incidents","Number","11"
"Regional School District 18","","2013-2014","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 18","","2013-2014","Personally Threatening Behavior","Incidents","Number","26"
"Regional School District 18","","2013-2014","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 18","","2013-2014","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Regional School District 18","","2013-2014","Fighting and Battery","Incidents","Number","-9999"
"Regional School District 18","","2013-2014","Property Damage","Incidents","Number","-9999"
"Regional School District 18","","2013-2014","Weapons","Incidents","Number","0"
"Regional School District 18","","2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number","-9999"
"Regional School District 18","","2014-2015","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 18","","2014-2015","School Policy Violations","Incidents","Number","49"
"Regional School District 18","","2014-2015","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 18","","2014-2015","Personally Threatening Behavior","Incidents","Number","21"
"Regional School District 18","","2014-2015","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 18","","2014-2015","Physical and Verbal Confrontation","Incidents","Number","6"
"Regional School District 18","","2014-2015","Fighting and Battery","Incidents","Number","-9999"
"Regional School District 18","","2014-2015","Property Damage","Incidents","Number","-9999"
"Regional School District 18","","2014-2015","Weapons","Incidents","Number","-9999"
"Regional School District 18","","2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number","-9999"
"Regional School District 18","","2015-2016","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 18","","2015-2016","School Policy Violations","Incidents","Number","18"
"Regional School District 18","","2015-2016","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 18","","2015-2016","Personally Threatening Behavior","Incidents","Number","9"
"Regional School District 18","","2015-2016","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 18","","2015-2016","Physical and Verbal Confrontation","Incidents","Number","13"
"Regional School District 18","","2015-2016","Fighting and Battery","Incidents","Number","6"
"Regional School District 18","","2015-2016","Property Damage","Incidents","Number","0"
"Regional School District 18","","2015-2016","Weapons","Incidents","Number","-9999"
"Regional School District 18","","2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number","-9999"
"Regional School District 18","","2016-2017","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 18","","2016-2017","School Policy Violations","Incidents","Number","30"
"Regional School District 18","","2016-2017","Sexually Related Behavior","Incidents","Number","7"
"Regional School District 18","","2016-2017","Personally Threatening Behavior","Incidents","Number","15"
"Regional School District 18","","2016-2017","Theft Related Behaviors","Incidents","Number","6"
"Regional School District 18","","2016-2017","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Regional School District 18","","2016-2017","Fighting and Battery","Incidents","Number","-9999"
"Regional School District 18","","2016-2017","Property Damage","Incidents","Number","11"
"Regional School District 18","","2016-2017","Weapons","Incidents","Number","0"
"Regional School District 18","","2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number","11"
"Regional School District 18","","2017-2018","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 18","","2017-2018","School Policy Violations","Incidents","Number","13"
"Regional School District 18","","2017-2018","Sexually Related Behavior","Incidents","Number","0"
"Regional School District 18","","2017-2018","Personally Threatening Behavior","Incidents","Number","-9999"
"Regional School District 18","","2017-2018","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 18","","2017-2018","Physical and Verbal Confrontation","Incidents","Number","6"
"Regional School District 18","","2017-2018","Fighting and Battery","Incidents","Number","0"
"Regional School District 18","","2017-2018","Property Damage","Incidents","Number","-9999"
"Regional School District 18","","2017-2018","Weapons","Incidents","Number","0"
"Regional School District 18","","2017-2018","Drugs, Alcohol, Tobacco","Incidents","Number","23"
"Regional School District 18","","2018-2019","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 18","","2018-2019","School Policy Violations","Incidents","Number","27"
"Regional School District 18","","2018-2019","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 18","","2018-2019","Personally Threatening Behavior","Incidents","Number","6"
"Regional School District 18","","2018-2019","Theft Related Behaviors","Incidents","Number","7"
"Regional School District 18","","2018-2019","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Regional School District 18","","2018-2019","Fighting and Battery","Incidents","Number","6"
"Regional School District 18","","2018-2019","Property Damage","Incidents","Number","7"
"Regional School District 18","","2018-2019","Weapons","Incidents","Number","-9999"
"Regional School District 18","","2018-2019","Drugs, Alcohol, Tobacco","Incidents","Number","10"
"Regional School District 18","","2019-2020","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 18","","2019-2020","School Policy Violations","Incidents","Number","24"
"Regional School District 18","","2019-2020","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 18","","2019-2020","Personally Threatening Behavior","Incidents","Number","-9999"
"Regional School District 18","","2019-2020","Theft Related Behaviors","Incidents","Number","-9999"
"Regional School District 18","","2019-2020","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Regional School District 18","","2019-2020","Fighting and Battery","Incidents","Number","-9999"
"Regional School District 18","","2019-2020","Property Damage","Incidents","Number","-9999"
"Regional School District 18","","2019-2020","Weapons","Incidents","Number","-9999"
"Regional School District 18","","2019-2020","Drugs, Alcohol, Tobacco","Incidents","Number","9"
"Regional School District 19","","2009-2010","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 19","","2009-2010","School Policy Violations","Incidents","Number","104"
"Regional School District 19","","2009-2010","Sexually Related Behavior","Incidents","Number","0"
"Regional School District 19","","2009-2010","Personally Threatening Behavior","Incidents","Number","10"
"Regional School District 19","","2009-2010","Theft Related Behaviors","Incidents","Number","13"
"Regional School District 19","","2009-2010","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Regional School District 19","","2009-2010","Fighting and Battery","Incidents","Number","14"
"Regional School District 19","","2009-2010","Property Damage","Incidents","Number","-9999"
"Regional School District 19","","2009-2010","Weapons","Incidents","Number","6"
"Regional School District 19","","2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number","29"
"Regional School District 19","","2010-2011","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 19","","2010-2011","School Policy Violations","Incidents","Number","183"
"Regional School District 19","","2010-2011","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 19","","2010-2011","Personally Threatening Behavior","Incidents","Number","18"
"Regional School District 19","","2010-2011","Theft Related Behaviors","Incidents","Number","12"
"Regional School District 19","","2010-2011","Physical and Verbal Confrontation","Incidents","Number","10"
"Regional School District 19","","2010-2011","Fighting and Battery","Incidents","Number","6"
"Regional School District 19","","2010-2011","Property Damage","Incidents","Number","-9999"
"Regional School District 19","","2010-2011","Weapons","Incidents","Number","-9999"
"Regional School District 19","","2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number","25"
"Regional School District 19","","2011-2012","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 19","","2011-2012","School Policy Violations","Incidents","Number","111"
"Regional School District 19","","2011-2012","Sexually Related Behavior","Incidents","Number","0"
"Regional School District 19","","2011-2012","Personally Threatening Behavior","Incidents","Number","15"
"Regional School District 19","","2011-2012","Theft Related Behaviors","Incidents","Number","14"
"Regional School District 19","","2011-2012","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Regional School District 19","","2011-2012","Fighting and Battery","Incidents","Number","9"
"Regional School District 19","","2011-2012","Property Damage","Incidents","Number","-9999"
"Regional School District 19","","2011-2012","Weapons","Incidents","Number","-9999"
"Regional School District 19","","2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number","22"
"Regional School District 19","","2012-2013","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 19","","2012-2013","School Policy Violations","Incidents","Number","60"
"Regional School District 19","","2012-2013","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 19","","2012-2013","Personally Threatening Behavior","Incidents","Number","12"
"Regional School District 19","","2012-2013","Theft Related Behaviors","Incidents","Number","14"
"Regional School District 19","","2012-2013","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Regional School District 19","","2012-2013","Fighting and Battery","Incidents","Number","16"
"Regional School District 19","","2012-2013","Property Damage","Incidents","Number","-9999"
"Regional School District 19","","2012-2013","Weapons","Incidents","Number","6"
"Regional School District 19","","2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number","22"
"Regional School District 19","","2013-2014","Violent Crimes Against Persons","Incidents","Number","0"
"Regional School District 19","","2013-2014","School Policy Violations","Incidents","Number","57"
"Regional School District 19","","2013-2014","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 19","","2013-2014","Personally Threatening Behavior","Incidents","Number","8"
"Regional School District 19","","2013-2014","Theft Related Behaviors","Incidents","Number","6"
"Regional School District 19","","2013-2014","Physical and Verbal Confrontation","Incidents","Number","7"
"Regional School District 19","","2013-2014","Fighting and Battery","Incidents","Number","17"
"Regional School District 19","","2013-2014","Property Damage","Incidents","Number","0"
"Regional School District 19","","2013-2014","Weapons","Incidents","Number","8"
"Regional School District 19","","2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number","7"
"Regional School District 19","","2014-2015","Violent Crimes Against Persons","Incidents","Number","-9999"
"Regional School District 19","","2014-2015","School Policy Violations","Incidents","Number","37"
"Regional School District 19","","2014-2015","Sexually Related Behavior","Incidents","Number","-9999"
"Regional School District 19","","2014-2015","Personally Threatening Behavior","Incidents","Number","9"
"Regional School District 19","","2014-2015","Theft Related Behaviors","Incidents","Number","6"
"Regional School District 19","","2014-2015","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Regional School District 19","","2014-2015","Fighting and Battery","Incidents","Number","9"
